user_id,post_type,post_length,likes,comments,shares,engagement_rate,user_followers,post_category,post_hour,is_weekend,user_verified,spam_flag
416,text,138,357,96,24,4.75257692411822,7227,fashion,20,0,0,0
417,image,143,187,0,25,3.53124424398513,3818,fashion,2,1,0,0
418,image,252,321,14,25,0.792046757922843,5875,technology,18,0,1,0
419,video,56,449,76,45,2.59576509950374,8010,sports,12,0,1,0
420,image,144,473,16,27,1.58110258308937,2793,food,11,0,0,1
421,video,157,12,23,48,2.61411944651907,725,technology,2,0,0,1
422,text,,183,57,17,,3808,fashion,5,0,0,0
423,text,88,110,71,31,3.11965161266634,6959,sports,13,1,1,0
424,text,190,414,90,2,2.10546720657163,9053,food,3,0,1,1
425,text,208,289,22,1,1.23921702255168,7792,food,12,1,1,1
426,video,120,294,45,32,2.7667374556548,6498,technology,18,0,1,0
427,image,240,450,71,41,4.23591297955593,7352,technology,17,1,0,0
428,text,105,391,7,18,3.48805502630421,1655,food,2,0,1,0
429,image,290,214,58,16,2.02265539666347,8967,food,19,1,1,0
430,video,219,461,89,43,4.70985360241486,4287,fashion,5,0,1,0
431,video,238,119,58,32,4.60493407062132,7867,food,15,0,1,1
432,video,,381,12,11,,136,technology,19,1,1,1
433,text,233,54,38,48,0.677379133041633,1887,sports,23,1,0,0
434,image,85,26,27,2,3.83588918757843,6383,fashion,2,1,1,0
435,image,133,117,88,42,4.22424617607119,8160,fashion,11,1,0,0
436,image,245,220,60,48,4.8553905467811,8165,food,18,1,1,0
437,video,167,230,15,25,4.5042637733974,3980,sports,18,1,1,1
438,text,56,52,1,34,3.20240645692887,6032,fashion,23,0,1,1
439,video,103,294,81,7,2.88523552645571,8428,technology,3,0,1,0
440,video,,320,16,35,,6433,food,0,0,0,1
441,image,221,400,29,6,1.6099540108015,5859,technology,1,1,0,0
442,video,169,232,12,45,2.56826638279817,6585,food,12,1,1,0
443,image,222,157,95,45,3.32826755037606,5167,fashion,12,1,0,1
444,text,155,436,92,35,3.00763324993285,761,food,1,0,0,0
445,image,96,268,93,15,3.84186195356761,8073,sports,18,1,1,1
446,text,172,20,81,23,1.75895118899168,6486,technology,21,0,0,0
447,image,190,402,12,0,3.04228673443613,7987,sports,23,1,0,0
448,video,168,52,42,48,0.896640095258565,514,technology,15,1,1,0
449,video,199,274,84,24,2.36149485612443,6950,technology,11,1,1,0
450,text,167,312,93,9,3.8757237482957,8634,food,0,0,0,1
451,text,70,280,20,15,3.6203038404307,2829,fashion,8,1,1,0
452,text,263,213,54,15,4.95789231727481,3997,fashion,16,0,1,1
453,image,,30,80,7,,2269,sports,9,1,1,1
454,image,186,336,39,28,2.74185184628291,1978,food,17,1,0,0
455,text,75,182,82,38,1.98288686198299,6554,fashion,18,1,1,1
456,video,58,22,14,27,2.48271401326629,4670,technology,6,1,1,0
457,image,64,31,72,5,4.35627558441225,1615,technology,18,0,0,1
458,image,59,445,51,15,3.57894083834819,674,food,23,1,0,1
459,image,,73,73,19,,2967,sports,14,0,0,0
460,text,171,9,94,15,1.41579998749349,3644,food,8,1,0,0
461,text,170,483,52,6,4.43012503028647,4577,sports,9,1,0,1
462,text,,455,86,40,,171,food,22,1,1,0
463,text,219,53,51,13,4.49869676196719,3080,technology,19,0,0,0
464,text,121,51,29,42,1.98083200757328,9409,food,19,1,1,1
465,video,201,147,32,25,1.9156443503633,5592,fashion,3,0,0,1
466,video,257,159,56,25,2.80439859514399,9651,fashion,5,0,1,0
467,text,,369,51,13,,4859,food,3,1,1,1
468,image,203,13,8,6,0.715016141066324,9807,sports,4,0,0,0
469,text,140,177,53,32,2.08503938781835,8184,sports,8,1,0,0
470,video,86,411,0,25,4.35457394907501,139,technology,11,0,0,1
471,video,117,365,43,44,2.2822451484596,9674,technology,22,0,0,0
472,image,99,499,98,19,1.3962060391868,5473,sports,7,0,0,1
473,video,201,52,74,2,2.41157381599135,7665,food,20,0,0,0
474,text,68,407,97,3,2.23498625671251,2000,technology,4,1,1,0
475,image,149,334,79,25,4.61937290660017,2317,sports,10,0,1,0
476,text,109,21,8,10,3.92870469084394,4896,sports,22,1,1,1
477,text,216,29,31,1,2.77302000084803,4706,food,10,0,1,1
478,image,251,190,14,13,4.94766755024707,1383,fashion,12,1,1,0
479,text,138,259,11,43,2.59374889074166,8875,sports,13,1,0,1
480,video,195,204,96,29,0.762070238691239,8750,technology,7,0,0,1
481,text,196,58,77,48,1.68023444816743,915,food,17,0,1,0
482,image,213,470,56,11,2.46231716098691,2611,food,18,1,1,1
483,image,251,263,7,25,1.20606180865754,346,food,11,0,0,1
484,image,,465,71,43,,4925,fashion,11,0,0,1
485,text,232,11,26,32,3.95082004017998,6616,fashion,17,0,0,0
486,image,291,118,61,12,1.70729240192498,516,technology,9,0,0,0
487,image,118,414,11,13,3.15862040083062,6802,technology,6,0,1,1
488,text,224,461,64,23,3.74652120699307,3817,food,17,0,1,0
489,video,98,289,41,33,4.73575518008059,207,technology,11,0,0,1
490,text,,337,61,43,,9130,sports,13,0,0,0
491,image,157,247,10,25,2.81836501762196,4613,fashion,14,0,1,1
492,image,275,353,42,20,3.98593678906858,1521,food,15,1,1,0
493,text,210,126,94,27,3.02965139222413,7383,food,1,0,1,1
494,video,168,74,16,47,2.98716750520493,355,sports,17,0,0,0
495,image,198,360,96,35,1.01633881252186,7348,sports,11,0,1,1
496,image,258,203,31,39,1.06761946107268,9129,sports,15,0,0,0
497,image,199,48,92,1,2.88290126760106,3062,sports,12,0,0,0
498,text,225,78,84,41,1.70987695240553,2382,food,19,1,0,0
499,image,86,440,84,8,0.594666061072109,8844,fashion,16,1,1,1
500,video,192,478,39,22,3.75277641755096,8472,fashion,17,0,1,1
501,image,212,240,22,14,0.646189685105742,1577,sports,2,1,0,1
502,image,269,348,55,12,3.17874578496825,8862,technology,22,0,1,0
503,video,248,153,5,22,2.92637207357292,5052,food,9,0,0,1
504,image,209,273,85,16,4.85966610760012,5980,fashion,0,1,1,0
505,text,60,95,49,47,2.67895912706439,5692,sports,5,1,0,0
506,text,187,213,36,1,0.786206463700088,7191,technology,2,1,0,0
507,text,250,293,63,19,2.98259585512908,691,technology,18,1,1,1
508,video,127,208,53,19,4.28493276777246,6377,sports,3,1,1,0
509,image,126,342,71,45,4.98582177926648,2360,food,19,0,0,1
510,text,234,87,48,2,2.43654428160083,447,fashion,22,0,1,1
511,video,202,305,98,11,1.94134434123534,8457,technology,2,0,0,0
512,image,51,263,10,39,4.579939836284,5132,fashion,7,1,0,1
513,video,113,424,87,1,1.36058958084255,4543,fashion,7,0,0,0
514,text,84,389,48,35,3.26943011764817,8874,technology,6,1,0,0
515,text,56,324,20,13,2.32571490881427,6969,sports,1,0,0,1
516,text,134,427,65,15,0.684870642299999,5796,technology,20,1,0,0
517,video,195,376,62,18,2.06279813437564,3138,technology,5,1,0,0
518,video,,319,82,33,,2945,food,15,0,0,0
519,text,91,156,27,43,3.58741019274569,7964,fashion,9,0,1,1
520,video,167,155,16,45,4.76955723961363,6709,sports,3,0,1,1
521,text,174,138,5,5,1.70621234320387,1365,fashion,12,0,0,1
522,text,216,120,18,12,4.15159672618257,2374,technology,9,1,0,0
523,image,218,64,55,35,0.749119176222843,2570,sports,20,0,0,0
524,video,290,106,27,21,2.92154454517916,2677,sports,13,1,1,1
525,text,252,146,65,17,0.817475286694526,3760,sports,8,0,0,1
526,text,280,136,37,11,4.70314846008788,1168,sports,10,0,0,1
527,video,73,410,36,29,3.94858076250826,5691,food,22,0,0,1
528,image,237,161,67,39,3.46077460042067,6074,sports,17,0,1,1
529,image,95,427,85,6,4.20753371731099,4929,technology,10,0,1,0
530,text,68,451,89,31,3.41383908006573,2050,food,16,1,1,1
531,video,117,99,48,47,4.86024978728431,8383,technology,1,0,0,0
532,image,267,337,42,18,3.71281076539147,3193,technology,2,1,0,0
533,video,151,398,35,5,4.66096374312011,5411,fashion,10,0,1,0
534,video,91,306,57,19,2.82709351404787,1487,sports,17,1,0,0
535,text,81,140,12,26,1.02678985841838,4374,sports,2,0,1,1
536,image,216,82,51,42,2.87679974640358,2385,technology,14,0,1,0
537,text,158,176,57,36,1.07092772628392,3306,sports,10,0,0,1
538,image,287,197,31,47,3.16622065629382,3024,food,10,1,0,0
539,image,85,111,80,6,2.67121877237448,7145,fashion,19,1,0,1
540,image,281,55,99,4,3.30158929024752,8571,sports,10,0,0,1
541,image,278,459,59,10,0.545211414746742,1718,sports,18,0,1,0
542,image,146,178,82,14,1.37678221244914,8662,food,0,0,1,1
543,video,213,420,57,2,2.71098694360459,5996,fashion,4,1,1,0
544,text,,400,98,4,,7943,food,9,0,1,1
545,video,122,185,55,22,2.22624068159821,9995,technology,9,1,1,0
546,image,185,470,27,36,2.40967411724136,7163,technology,13,0,1,0
547,text,146,217,0,8,3.7161324005298,8595,sports,1,1,0,1
548,image,172,412,41,14,3.21706740778753,1448,fashion,3,1,1,1
549,text,119,416,81,2,1.8451676754425,5656,technology,1,1,0,0
550,video,,315,47,28,,5389,food,17,0,0,0
551,text,280,474,39,5,1.47964909485755,2522,technology,12,1,1,1
552,text,245,216,96,16,4.84709656608594,3728,technology,18,0,1,0
553,text,62,119,62,25,1.08785471700812,2528,food,4,1,0,0
554,text,98,438,75,20,2.17326553054889,3133,sports,19,0,0,0
555,text,109,393,71,7,0.61627537499005,6257,fashion,1,1,1,1
556,image,179,174,87,20,1.49800771370096,8960,sports,10,1,1,0
557,text,237,22,79,10,4.0121201227107,8791,food,17,0,0,0
558,text,54,212,3,37,1.40528854529996,7913,technology,5,0,1,1
559,video,221,404,37,7,0.860285311380345,1514,fashion,22,1,1,0
560,text,76,234,26,41,2.63503930930036,6808,sports,9,1,1,0
561,video,209,12,8,23,0.544861556305333,8821,food,21,0,1,0
562,image,198,100,15,34,0.881447694918499,6735,technology,22,1,1,0
563,text,57,416,55,13,4.13431641303339,3721,technology,16,1,0,1
564,video,,23,75,13,,5415,sports,21,0,1,0
565,video,249,363,30,9,4.61812469182203,854,food,10,0,1,0
566,image,99,10,87,11,4.34531946159837,2447,technology,18,0,0,0
567,text,116,272,13,37,3.57429003457918,826,technology,16,1,0,0
568,text,295,451,24,43,0.735497857852983,5023,fashion,23,1,1,0
569,video,93,430,33,45,4.02281878093996,2749,technology,3,1,1,1
570,text,174,280,66,33,4.30479864878252,2915,sports,23,0,0,1
571,video,107,93,23,40,4.0958696559738,9166,food,13,1,1,0
572,text,52,200,72,9,2.78815565888612,3379,food,19,0,1,0
573,video,135,20,25,16,1.54805827392267,3084,fashion,3,0,1,1
574,text,119,339,19,16,4.30398489059927,3907,food,13,1,0,1
575,image,179,466,63,2,3.77223264383062,7976,sports,3,0,1,1
576,text,264,210,9,30,4.91342528474983,6199,technology,5,1,1,0
577,text,221,139,82,0,1.2006166899017,707,fashion,8,0,0,0
578,image,51,292,66,11,1.51549062373425,6269,food,20,0,1,0
579,text,151,297,23,38,1.45309167446676,7890,fashion,11,0,1,0
580,image,258,400,4,3,4.06642895429602,5673,fashion,7,1,1,0
581,text,84,100,66,41,1.34108283402553,734,food,23,0,1,0
582,video,147,303,57,12,0.799969234204877,1174,fashion,3,1,0,1
583,video,264,358,26,33,4.99352362963533,2014,food,4,0,0,1
584,text,79,27,79,41,0.611677451503171,688,sports,5,0,1,0
585,text,165,40,14,20,4.2585982707149,3331,food,4,0,1,0
586,text,57,354,34,21,2.14415078697794,6451,technology,18,1,1,0
587,video,199,302,75,3,4.28726956891017,3938,food,7,1,1,1
588,text,93,495,52,17,2.99579221045015,2073,technology,8,1,0,1
589,video,235,145,43,4,4.55734053268862,5144,fashion,14,1,0,1
590,image,85,255,25,18,4.66786843886582,6203,food,3,1,0,1
591,video,246,461,46,1,0.540941815763492,6783,technology,8,0,1,0
592,video,126,226,33,11,0.839354791967547,5937,food,6,0,1,1
593,image,270,235,86,16,1.62661428306885,9543,food,7,1,1,1
594,video,80,360,94,9,3.51191937363576,6883,food,14,1,0,0
595,text,96,379,49,33,4.49722488430178,5694,sports,18,1,0,0
596,text,298,454,83,5,2.56973878082283,3922,technology,14,1,0,0
597,video,104,488,11,7,3.2313790232342,3489,sports,4,0,0,1
598,text,,12,86,10,,6014,sports,18,1,0,0
599,video,155,209,3,11,4.12235075246758,1880,technology,6,1,1,1
600,text,239,228,86,8,4.85297650109061,3788,food,5,1,1,1
601,text,207,396,47,1,1.70869519811569,7311,sports,18,1,1,1
602,video,170,99,54,7,2.72671678220246,5137,sports,16,0,0,1
603,text,104,30,0,10,0.887522497278682,6419,sports,9,0,1,0
604,video,193,385,88,35,3.01611495408336,9969,food,18,1,1,0
605,text,61,15,65,9,2.76252548831006,8740,sports,10,0,0,1
606,text,194,136,29,20,1.14996417869785,181,fashion,14,0,0,0
607,image,193,328,2,19,2.48929795903134,6378,technology,9,1,0,1
608,image,189,165,20,47,2.00347093438954,7099,fashion,10,1,1,1
609,video,185,458,88,7,2.84823893887335,1506,food,22,0,0,0
610,image,261,309,83,35,3.1354445094296,7510,sports,2,0,1,0
611,video,,439,48,28,,1580,technology,2,0,1,1
612,image,193,469,85,41,3.924526923273,9371,sports,17,0,0,0
613,text,79,480,84,11,3.70856431337783,3698,food,10,0,1,1
614,video,286,99,61,13,2.14828873792935,8093,technology,19,1,0,0
615,video,72,108,96,47,0.738211710059682,4283,fashion,21,0,0,1
616,text,141,342,37,49,3.89719642903273,3780,technology,17,0,1,1
617,video,164,172,14,20,4.7982882221516,7744,sports,14,0,1,0
618,video,153,236,51,21,1.58068218209906,4410,technology,6,0,1,0
619,image,167,161,78,20,1.95586076181667,1858,food,9,0,0,1
620,video,54,392,45,43,1.32715800266817,2699,food,20,0,1,0
621,text,261,215,24,49,3.09621255505178,5716,technology,22,0,0,0
622,image,153,263,20,29,1.19678627591355,5913,food,19,0,0,1
623,image,297,262,87,38,2.10287274557621,3953,food,9,1,1,1
624,text,157,291,4,19,3.63655856270418,2392,food,12,1,1,0
625,text,114,273,69,23,3.02052192354207,1601,fashion,14,0,1,0
626,image,170,2,46,22,2.23908153947571,8522,sports,22,1,1,1
627,video,79,27,86,6,2.39112320813394,7650,food,17,1,0,1
628,image,198,325,67,8,3.02949897180453,4350,technology,22,1,1,1
629,text,133,491,90,0,0.526391275492226,9490,food,3,1,0,1
630,image,247,427,17,25,0.853294408041244,7091,fashion,19,1,1,1
631,text,199,148,20,37,4.46566130493355,214,technology,16,1,1,1
632,image,259,27,91,37,0.850455450910808,9705,sports,2,0,1,1
633,video,249,487,98,43,3.68061618294727,4506,technology,20,0,0,1
634,image,280,309,85,21,4.64017173849074,9284,technology,20,1,1,0
635,image,81,437,22,43,1.71807621935779,2447,technology,1,0,0,0
636,text,210,64,63,9,2.16721146676781,1141,technology,3,1,1,0
637,text,294,355,66,5,3.06014632630122,7027,food,0,0,1,1
638,text,65,20,39,16,4.46769036337363,111,sports,14,0,0,0
639,image,253,251,9,49,4.73857514267189,8080,food,0,0,0,1
640,video,87,234,88,37,3.82803461650071,7971,fashion,5,1,1,0
641,text,,226,51,23,,6475,fashion,6,0,1,1
642,text,275,12,71,9,3.51119369990683,7198,technology,18,0,0,1
643,image,191,312,74,7,2.34636674842698,3776,food,11,1,1,0
644,text,85,48,60,20,2.61815449770978,6209,food,0,1,0,1
645,video,274,117,63,5,0.721167756553297,5497,sports,6,0,1,0
646,video,200,53,4,20,1.35977962705861,3165,sports,18,1,0,0
647,text,163,137,52,38,4.05731123390142,2136,sports,12,0,0,0
648,text,286,52,54,23,2.54281474871537,3146,food,11,0,0,0
649,image,115,43,36,32,1.85748008734017,640,sports,11,1,0,0
650,video,154,302,55,17,2.22808583284231,176,sports,21,1,0,0
651,video,134,52,58,27,4.34479780996556,3167,sports,12,0,1,0
652,text,51,73,92,31,3.87049557832231,123,technology,13,1,1,0
653,image,,45,68,11,,5234,fashion,21,0,1,0
654,video,298,12,72,47,1.02875828095568,775,fashion,11,1,1,1
655,video,250,164,58,41,1.63399199739832,6768,food,19,1,1,1
656,image,242,101,1,26,4.6434040297463,4367,food,11,1,1,0
657,image,124,279,64,9,3.1171497703239,6088,technology,5,1,1,1
658,video,116,257,59,45,2.90066093935152,7752,fashion,9,1,1,1
659,video,229,469,50,41,3.18377119861608,8780,sports,19,0,1,0
660,image,239,336,29,31,2.14712719585932,1585,sports,23,0,0,0
661,video,,355,10,41,,3759,food,8,0,0,1
662,text,203,397,91,25,2.85478812185112,2519,fashion,1,1,1,0
663,text,245,137,75,24,1.02536556245958,7840,food,6,0,0,0
664,image,259,162,38,10,1.08079306173078,7243,food,8,0,1,0
665,image,104,408,89,22,2.91586615926178,3595,sports,11,1,0,1
666,image,55,386,76,33,4.71456598131878,856,sports,4,1,0,0
667,text,212,110,71,39,1.88758454754289,8548,fashion,0,1,0,1
668,video,199,101,62,22,4.41293525986648,1879,food,21,0,1,0
669,text,220,16,63,28,3.93843013960496,6587,technology,14,0,1,0
670,video,192,267,60,30,1.61515599308108,9764,fashion,7,1,1,1
671,text,135,181,53,6,0.663533367423091,358,food,0,0,1,0
672,video,109,371,91,39,0.958312693140722,4175,fashion,17,0,0,1
673,text,150,23,93,32,3.77822270231348,8598,fashion,12,1,1,1
674,image,293,28,72,20,1.39851382118291,8114,fashion,0,0,0,0
675,text,283,170,94,1,2.17071914227427,1218,technology,4,1,1,0
676,video,,408,57,17,,7731,technology,17,0,0,1
677,text,288,227,84,46,3.76460675802573,3117,sports,15,1,0,1
678,text,98,377,55,32,1.00954050466606,4441,sports,9,0,0,0
679,text,91,187,33,36,2.32864882374858,1758,food,3,0,0,0
680,image,215,345,30,33,2.68282809114213,8478,fashion,0,1,1,0
681,text,131,229,51,19,2.93372178787193,1897,food,22,1,1,0
682,image,222,320,88,34,4.18262288627848,9216,sports,7,1,0,0
683,image,84,339,75,49,1.27255187769448,884,technology,4,1,1,1
684,text,207,118,0,17,4.1352415332198,5791,sports,1,0,1,1
685,text,265,155,54,45,3.61795292463494,3296,food,23,1,0,1
686,text,283,271,21,23,3.00141866389532,9652,sports,16,1,1,1
687,video,207,174,39,7,3.64787541681157,8632,food,6,1,1,0
688,text,255,464,0,29,2.35407982528245,662,food,16,1,1,1
689,image,183,103,64,43,1.12278913685656,4846,food,5,1,0,0
690,text,116,91,62,9,3.49594358119415,3099,food,21,0,1,0
691,video,129,185,53,22,2.8610253800853,1293,sports,14,1,0,0
692,text,56,459,41,48,3.37718660244249,168,food,4,1,0,0
693,video,229,282,20,10,2.02099451462821,5779,food,14,1,0,0
694,video,63,180,78,1,4.58089959802926,2528,fashion,17,0,1,1
695,text,122,169,80,25,3.1431644085901,6300,food,17,0,1,0
696,image,192,186,21,35,0.884311179308932,5496,sports,20,0,1,0
697,video,198,174,37,32,2.52411795816993,7093,food,20,1,0,0
698,text,212,221,98,46,3.90360224634635,3698,technology,22,1,1,1
699,text,,232,79,12,,9135,technology,5,0,0,0
700,image,140,161,7,39,2.72568673743691,673,food,1,0,1,0
701,video,,420,61,24,,4314,technology,16,1,0,0
702,video,212,133,46,3,1.70450796737434,7736,technology,20,1,1,1
703,text,259,390,16,41,2.3476941375722,1578,sports,3,1,1,0
704,text,255,479,16,18,4.54368609756037,9805,fashion,11,0,1,1
705,image,69,223,89,17,4.53315522412211,6227,technology,18,1,0,1
706,image,259,152,12,36,3.58570745971106,9260,technology,1,1,0,0
707,video,59,32,16,29,4.36541246204999,6776,fashion,1,0,1,1
708,video,74,54,37,18,0.899479701303047,2296,fashion,13,0,0,1
709,text,243,441,80,22,4.39247739293499,9803,technology,14,0,0,0
710,video,74,6,77,15,1.94278957947602,8266,food,19,1,0,0
711,image,103,243,44,0,1.30249180592697,8946,technology,1,0,1,0
712,image,82,312,5,11,1.57716426353921,6150,food,3,0,1,0
713,text,213,125,34,23,2.38085828606249,4750,food,18,1,1,1
714,image,144,11,13,33,1.6303640207201,8584,food,8,1,0,1
715,image,63,15,71,7,1.94255413707425,4626,fashion,6,0,1,0
716,image,114,207,60,17,1.10740318732239,4512,technology,12,1,0,0
717,image,159,42,14,47,1.83279544501549,5543,technology,11,0,0,0
718,text,129,372,53,4,3.07527716543901,9880,sports,2,1,1,1
719,text,103,483,26,25,2.48834168640979,8887,fashion,12,1,1,0
720,video,287,460,12,29,2.0602344255616,2693,sports,14,0,1,1
721,image,174,134,30,12,3.85903457985701,9207,sports,13,0,0,1
722,video,229,227,34,18,4.52079487126993,6952,food,23,0,0,1
723,text,180,110,59,28,3.90555150306079,6729,fashion,8,1,1,1
724,text,276,306,5,2,1.99400315952956,3969,sports,12,0,0,0
725,text,218,456,68,25,3.84998975526899,8071,technology,22,1,1,0
726,text,183,159,85,39,1.18391082113323,9267,sports,21,1,1,0
727,text,74,330,57,11,1.08643094641081,9367,fashion,3,0,1,1
728,text,190,263,48,1,2.05532166666272,7922,technology,20,1,1,1
729,text,166,224,22,10,4.13466066069826,3089,technology,7,1,1,0
730,image,275,470,88,43,1.60856711259036,7162,technology,2,0,1,1
731,video,185,216,33,27,0.784640340044058,5440,food,1,1,0,1
732,text,198,455,25,17,1.0926929084286,9743,technology,18,1,0,1
733,image,275,44,46,12,4.36435235838311,3923,food,22,0,1,0
734,image,245,213,4,36,3.35202478136279,4032,food,7,0,1,0
735,video,74,58,89,21,1.6394052351649,8654,sports,16,1,0,0
736,text,128,131,19,11,2.99883121397682,2529,sports,12,1,0,1
737,video,117,103,5,1,2.87410830091408,7544,technology,6,1,1,0
738,text,,194,69,36,,7247,fashion,8,1,1,0
739,image,237,412,58,6,1.54934399489727,7731,technology,11,0,0,0
740,image,61,488,63,25,4.38981344237479,3698,sports,13,1,1,1
741,image,81,156,17,25,1.89215852936006,4429,technology,13,1,0,1
742,image,177,97,3,23,3.62359244289307,6818,sports,14,1,1,1
743,video,145,225,16,11,0.572560908674967,8318,technology,2,1,0,1
744,text,141,411,13,15,2.17695708452366,192,fashion,14,0,1,1
745,text,190,204,77,22,2.08269418081464,8600,technology,18,1,1,0
746,video,80,78,12,39,2.94567992862357,151,fashion,23,0,1,0
747,text,127,123,6,8,0.827313177997384,418,fashion,19,0,0,1
748,image,69,470,43,31,4.05559118176749,5788,technology,13,0,1,1
749,text,195,427,14,14,1.48001360795406,7118,fashion,7,0,0,0
750,image,270,217,18,36,3.54667016696905,7310,fashion,4,0,0,1
751,video,109,3,62,12,4.11445455459842,4056,sports,18,1,0,1
752,text,240,89,34,4,3.02844630308681,6157,sports,3,0,0,1
753,video,183,103,80,10,3.83397443024894,6975,fashion,13,0,1,1
754,text,209,392,34,9,3.47837140496753,4531,food,15,0,1,1
755,image,142,118,18,12,2.09988408718404,1625,technology,19,1,1,0
756,video,92,132,19,40,4.13986342565104,7143,fashion,23,0,0,0
757,text,179,311,99,45,1.82615616448488,1378,technology,5,1,1,1
758,image,109,95,34,49,3.07045812988183,8805,sports,22,0,0,1
759,video,200,467,31,14,3.85428982613693,6225,technology,5,0,0,0
760,video,260,433,47,41,2.20530159415628,7974,fashion,2,1,0,1
761,text,80,330,43,6,1.86245423427841,7000,fashion,14,1,1,0
762,text,292,142,23,39,2.5670570457777,2600,fashion,2,1,0,1
763,text,,287,60,27,,3564,fashion,10,0,1,0
764,image,260,27,16,31,4.68464793415549,2359,food,2,1,1,0
765,text,211,277,70,34,2.95287535786951,7596,food,9,1,1,1
766,video,59,232,49,14,3.47659792395643,2759,food,17,1,0,1
767,video,138,16,64,47,4.56473130007511,355,fashion,0,1,1,0
768,text,179,58,98,35,0.943460831358241,1602,food,15,1,0,1
769,text,175,89,31,20,1.54435360039774,4756,technology,15,0,0,0
770,video,60,491,35,5,3.69005002813212,5530,fashion,9,1,0,1
771,image,227,198,12,0,4.20685007860535,8698,sports,0,0,0,1
772,text,208,361,69,3,4.3566306274876,3276,fashion,3,1,1,1
773,text,105,440,57,10,2.3679822958472,1960,technology,2,1,1,0
774,video,256,25,13,43,0.902029560313401,6258,food,4,0,1,0
775,text,250,24,36,25,2.47001664784829,5906,fashion,11,0,1,1
776,image,264,393,78,36,1.53830565593174,4454,food,11,0,0,0
777,video,132,300,67,22,1.81038404748481,822,fashion,12,0,0,1
778,text,186,338,39,28,3.97520400576878,7679,technology,23,1,0,0
779,video,148,266,58,20,0.839871887116491,9574,fashion,11,0,0,1
780,text,198,460,79,47,4.22411547866316,713,food,15,1,1,0
781,text,122,180,91,44,2.42451088620876,3431,food,12,1,1,0
782,text,205,455,15,44,3.18228768995268,5890,technology,4,1,0,0
783,image,239,359,61,48,0.903435040560556,3216,fashion,23,0,0,0
784,image,287,67,3,26,2.01811585260776,9104,sports,3,0,0,0
785,video,164,494,44,38,0.903654135566806,430,fashion,20,0,0,0
786,text,56,350,89,39,4.82694675296499,2312,technology,14,1,1,1
787,text,129,411,27,12,4.13267742196813,9508,sports,11,0,0,1
788,image,193,458,95,22,2.56834739460407,5593,technology,18,0,1,0
789,text,146,490,65,15,1.50621146745652,7332,fashion,20,1,1,1
790,image,53,320,30,29,4.70054797362434,5714,sports,18,0,0,0
791,text,53,48,2,3,2.05068468077137,6013,technology,20,1,0,1
792,video,152,174,7,39,1.22442994259319,6013,food,10,0,1,1
793,text,89,51,23,15,3.0342397480428,5711,sports,20,0,1,1
794,text,66,101,14,30,4.74698354155167,9532,sports,5,0,0,1
795,image,150,215,42,41,0.517236307251452,419,technology,8,0,1,0
796,text,152,437,30,24,1.57156179464299,8185,food,0,0,0,1
797,text,173,187,72,43,4.72301438184683,4300,sports,11,1,0,1
798,image,101,56,44,11,1.26988685085723,4891,technology,13,0,1,1
799,video,,46,65,25,,429,sports,5,0,1,0
800,video,101,158,7,36,3.06584247109912,8951,sports,0,0,0,1
801,image,213,488,70,47,4.37829720482674,6842,sports,21,0,0,0
802,image,173,173,56,32,2.64699417962267,5016,food,1,0,1,0
803,image,215,241,79,27,4.97553915508036,1893,fashion,23,0,1,1
804,image,280,281,98,8,3.55627264792097,6557,fashion,10,0,1,0
805,image,227,240,29,11,0.833337082447015,8225,food,2,1,1,1
806,video,112,369,73,4,4.96774459256889,5803,food,9,1,0,1
807,video,278,4,17,27,2.33552406551086,6270,technology,5,0,0,1
808,image,165,83,68,34,1.79331140230467,6744,sports,5,1,0,1
809,text,240,307,92,4,3.01045632610049,7520,food,19,0,1,1
810,image,111,360,38,33,1.86938416319389,4255,technology,20,1,1,1
811,text,276,458,59,45,0.889058782040685,8511,fashion,1,0,0,1
812,image,56,247,97,33,0.506427543856295,2711,fashion,23,0,1,0
813,image,204,53,42,12,2.52312508814118,5791,fashion,9,1,1,0
814,video,141,160,44,38,4.26588540001967,2693,fashion,22,0,1,1
815,text,263,433,22,41,3.07541833533534,195,technology,5,1,1,1
816,text,63,421,68,44,4.99643284524548,9280,sports,22,0,1,0
817,video,248,410,93,47,1.7908099054124,9404,technology,16,0,1,1
818,video,278,225,5,13,1.76204779142025,6141,sports,13,0,0,0
819,video,135,14,55,10,1.21887257105275,5163,fashion,4,0,0,0
820,video,182,223,3,41,1.23828614719401,8537,food,22,1,0,1
821,text,232,60,92,37,1.78333968204522,3449,food,16,0,0,1
822,text,179,121,22,3,4.06778020373087,7744,food,1,1,1,0
823,image,111,276,5,32,4.57590555786402,6660,sports,8,1,0,0
824,image,268,45,31,6,4.88789226368457,5347,fashion,11,0,0,1
825,video,,452,17,40,,5456,technology,18,0,0,1
826,video,295,389,14,7,4.46583895526341,4177,food,21,1,0,0
827,video,279,293,39,36,1.97714790174802,4998,sports,6,1,1,0
828,image,128,61,95,9,1.00778245032598,1517,food,8,0,1,0
829,image,198,85,72,42,4.41511216484075,8946,technology,20,1,0,1
830,image,187,445,73,14,3.36247535589628,210,fashion,15,1,0,1
831,image,264,209,83,37,1.24128903236478,8381,technology,19,1,1,1
832,image,107,77,5,14,2.43424065880851,9054,fashion,10,0,1,0
